Profile,Loan_Type,Credit_Score,Repayment_History,Business_Age,Revenue_Turnover,Profitability,Financial_Documents,GST_Compliance,Property_Security,OD_Requirement,Digital_Transactions,Eway_Bill_Volume,Tax_Status,Corporate_Authorization,Annual_Credits,Monthly_Average_Balance,Account_Utilization,Account_Age,FD_Security,Renewal_History,Debt_Burden,Credit_Engine_Score,Business_Engine_Score,Loan_Engine_Score,Risk_Penalty,Final_Score,Loan_Status,Promoter_Contribution,Project_Report,Project_Profitability,Break_Even,Supplier_Verification,Projected_Cashflow,DSCR,Debt_Equity,Asset_Life,Asset_Coverage,Regulatory_Approval,Previous_Term_Loan_History,Collateral_Value,Plant_Machinery_Investment,MSME_Category,Address_Verification,Industry_Risk,Supplier_History,Entity_KYC,Promoter_Age,Business_Registration,Udyam_Registration,CGTMSE_Eligibility,ITR_Filing,GST_Turnover,Banking_Transactions,Current_Ratio,Raw_Material_Holding,Inventory_Cycle,Debtor_Collection,Creditor_Payment,Working_Capital_Gap,Customer_Concentration,Current_Account_Vintage,Cheque_Bounce_History,Collateral,Promoter_Experience,Commercial_CIBIL,Existing_WC_Loans
3,30,2,3,2,3,2,2,2,,,,,,,,,,,,,,61.67,75.0,35.0,-10,56.33,1,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,,,,,,,,,,,,,
3,20,0,0,0,1,0,0,1,,,,,,,,,,,,,,0.0,13.33,11.67,-135,8.08,0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,1,0,3,1,0,3,2,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,11.67,53.33,23.33,-60,28.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,40,1,0,3,2,3,3,3,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,11.67,91.67,36.67,-35,44.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,3,3,3,3,3,3,3,,,,,,,,,,,,,,100.0,100.0,106.67,0,100.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
6,40,3,3,3,3,3,3,3,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,100.0,100.0,96.67,0,98.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1,1,2,1,0,2,2,,,,,,,,,,,,,,33.33,41.67,41.67,-25,38.75,0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,2,2,3,2,2,3,3,,,,,,,,,,,,,,53.33,83.33,68.33,0,67.58,1,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,3,2,3,3,3,3,2,,,,,,,,,,,,,,91.67,95.0,63.33,0,82.75,2,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,1,0,0,0,0,0,0,,,,,,,,,,,,,,25.0,0.0,16.67,-125,14.58,0,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
1,30,2,2,1,1,0,1,1,,,,,,,,,,,,,,66.67,25.0,56.67,-10,50.67,0,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
4,10,3,3,3,1,1,2,2,,,,,,,,,,,,,,86.67,56.67,65.0,-10,70.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0
5,40,2,2,3,1,1,3,2,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,66.67,61.67,75.0,0,68.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,21.67,-165,7.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30,0,0,1,1,1,1,0,,,,,,,,,,,,,,13.33,28.33,16.67,-105,19.0,0,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
5,30,1,1,2,2,3,3,3,,,,,,,,,,,,,,33.33,85.0,83.33,0,66.33,1,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,
1,20,0,0,2,0,0,2,2,,,,,,,,,,,,,,0.0,33.33,41.67,-85,24.58,0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,0,0,3,3,3,3,3,,,,,,,,,,,,,,0.0,100.0,66.67,-55,53.33,0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,1,1,0,1,0,0,0,,,,,,,,,,,,,,28.33,8.33,23.33,-95,20.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5,20,1,1,2,2,2,1,2,,,,,,,,,,,,,,33.33,61.67,55.0,0,49.42,0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,1,0,1,3,2,2,3,,,,,,,,,,,,,,38.33,73.33,65.0,-25,58.16,0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,1,0,1,0,0,1,1,,,,,,,,,,,,,,25.0,16.67,53.33,-55,32.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
0,40,0,0,1,0,0,1,1,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.67,23.33,-95,13.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,-150,4.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,2,2,3,2,2,3,3,,,,,,,,,,,,,,61.67,83.33,96.67,0,80.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0
5,40,2,1,3,3,3,3,3,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,58.33,100.0,95.0,0,83.67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,2,3,3,3,3,2,2,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,75.0,90.0,83.33,0,82.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,0,0,2,1,1,1,1,,,,,,,,,,,,,,0.0,40.0,46.67,-70,28.33,0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,
0,30,0,0,0,1,0,0,1,,,,,,,,,,,,,,0.0,13.33,13.33,-120,8.66,0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,
4,40,1,1,3,0,0,3,3,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,20.0,50.0,13.33,-60,26.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,40,1,1,0,1,0,1,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.33,18.33,11.67,-60,21.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,2,2,1,1,1,1,1,,,,,,,,,,,,,,53.33,33.33,30.0,-10,39.16,0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,1,0,0,1,2,1,1,,,,,,,,,,,,,,20.0,35.0,35.0,-60,29.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
6,10,1,0,2,3,3,2,3,,,,,,,,,,,,,,11.67,88.33,33.33,-65,42.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0
5,30,2,1,3,1,1,3,2,,,,,,,,,,,,,,58.33,61.67,75.0,0,65.17,1,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
3,30,1,0,3,2,2,3,2,,,,,,,,,,,,,,25.0,78.33,58.33,-25,52.66,0,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
4,10,2,2,2,2,2,2,3,,,,,,,,,,,,,,70.0,71.67,70.0,-10,70.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0
1,30,1,2,2,1,1,2,1,,,,,,,,,,,,,,41.67,45.0,55.0,0,47.33,0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,
6,10,1,0,2,3,3,2,3,,,,,,,,,,,,,,11.67,88.33,55.0,-55,49.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0
3,10,1,0,2,1,1,2,3,,,,,,,,,,,,,,20.0,55.0,40.0,-40,37.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
2,20,1,2,0,1,1,1,1,,,,,,,,,,,,,,28.33,26.67,20.0,-20,24.92,0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,1,0,3,3,2,3,3,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,38.33,91.67,95.0,-25,74.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,2,1,1,2,2,1,0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,71.67,45.0,41.67,-30,53.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,1,0,0,2,3,0,1,,,,,,,,,,,,,,20.0,46.67,26.67,-80,30.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
7,40,2,2,3,3,3,3,3,3.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,66.67,100.0,80.0,0,81.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,3,3,1,2,1,0,0,,,,,,,,,,,,,,100.0,31.67,63.33,-50,66.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0
3,30,1,1,3,3,2,3,2,,,,,,,,,,,,,,20.0,86.67,71.67,-15,58.09,1,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,
5,20,2,2,3,3,3,2,3,,,,,,,,,,,,,,66.67,95.0,63.33,0,74.0,1,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,2,2,2,3,2,3,3,,,,,,,,,,,,,,66.67,85.0,83.33,0,78.0,2,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,
2,40,0,0,0,2,2,1,2,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,48.33,56.67,-75,34.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,0,0,0,1,2,1,0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.33,30.0,18.33,-95,20.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,1,1,2,1,1,1,0,,,,,,,,,,,,,,33.33,35.0,43.33,-30,37.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0
6,20,3,3,2,2,2,3,3,,,,,,,,,,,,,,100.0,76.67,75.0,0,84.25,2,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,1,1,2,1,1,2,3,,,,,,,,,,,,,,28.33,55.0,61.67,-25,48.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0
7,40,3,2,2,3,3,3,3,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,91.67,93.33,91.67,0,92.17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,3,3,3,3,3,2,1,,,,,,,,,,,,,,100.0,85.0,66.67,-10,83.83,2,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,
6,20,3,3,3,2,2,3,2,,,,,,,,,,,,,,100.0,78.33,75.0,0,84.75,2,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,2,2,1,3,2,2,2,,,,,,,,,,,,,,66.67,68.33,36.67,0,56.67,1,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,
7,40,1,0,3,3,3,3,2,3.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,38.33,95.0,83.33,-25,71.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,2,3,3,3,3,3,3,,,,,,,,,,,,,,75.0,100.0,91.67,0,88.33,2,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,2,2,0,0,1,1,1,,,,,,,,,,,,,,66.67,18.33,16.67,-70,34.67,0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,2,2,1,0,0,1,2,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,66.67,21.67,31.67,-35,40.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,3,3,2,0,0,2,2,,,,,,,,,,,,,,100.0,33.33,51.67,-40,63.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0
7,30,3,3,2,3,3,3,3,,,,,,,,,,,,,,100.0,93.33,96.67,0,96.83,2,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,
0,20,1,1,0,0,0,1,1,,,,,,,,,,,,,,20.0,10.0,3.33,-80,11.17,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,3,2,3,2,1,3,3,,,,,,,,,,,,,,78.33,75.0,78.33,0,77.33,2,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,
3,40,1,0,3,0,0,3,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,25.0,45.0,15.0,-85,27.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,2,2,0,0,0,0,0,,,,,,,,,,,,,,66.67,0.0,16.67,-100,29.17,0,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
4,40,0,0,2,3,2,2,3,2.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,80.0,81.67,-65,52.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,3,2,1,2,2,0,0,,,,,,,,,,,,,,91.67,40.0,58.33,-50,64.5,0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,1,1,2,2,2,3,3,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,33.33,76.67,36.67,0,47.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,2,2,0,2,1,1,0,,,,,,,,,,,,,,66.67,30.0,43.33,-30,47.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0
7,30,2,2,2,2,1,2,2,,,,,,,,,,,,,,53.33,58.33,46.67,0,52.5,0,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
7,20,2,2,3,3,3,3,3,,,,,,,,,,,,,,66.67,100.0,90.0,0,84.83,2,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,2,2,1,1,1,1,1,,,,,,,,,,,,,,66.67,33.33,15.0,-50,38.58,0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,1,1,3,2,2,2,2,,,,,,,,,,,,,,33.33,73.33,71.67,0,58.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0
9,30,2,1,3,3,2,3,3,,,,,,,,,,,,,,58.33,91.67,91.67,0,80.0,2,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,
6,10,2,2,3,3,3,2,3,,,,,,,,,,,,,,66.67,95.0,80.0,0,79.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0
5,30,3,3,2,2,2,3,3,,,,,,,,,,,,,,100.0,76.67,81.67,0,86.59,2,,,,,,,,,,,,,,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,
1,40,0,0,1,0,1,1,1,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,15.0,-100,12.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,1,2,2,2,2,1,1,,,,,,,,,,,,,,28.33,56.67,30.0,-15,37.42,0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,3,3,3,2,2,3,2,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,100.0,78.33,95.0,0,91.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,0,0,1,3,3,1,1,,,,,,,,,,,,,,0.0,66.67,53.33,-55,38.67,0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2,1,2,1,1,3,3,,,,,,,,,,,,,,53.33,60.0,76.67,0,63.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0
6,20,3,2,3,2,2,2,2,,,,,,,,,,,,,,91.67,73.33,88.33,0,85.0,2,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,2,1,3,2,2,3,2,,,,,,,,,,,,,,58.33,78.33,50.0,0,61.41,1,,,,,,,,,,,,,,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,
8,20,3,3,3,3,3,3,3,,,,,,,,,,,,,,86.67,100.0,91.67,0,92.42,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,1,1,0,1,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,33.33,8.33,21.67,-70,21.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,0,0,1,1,0,1,2,,,,,,,,,,,,,,0.0,30.0,30.0,-95,19.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
7,40,2,2,1,3,2,1,0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,53.33,53.33,61.67,-20,56.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,0,1,1,1,0,0,1,,,,,,,,,,,,,,8.33,20.0,13.33,-75,13.58,0,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
1,40,1,0,1,2,1,1,1,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,11.67,41.67,48.33,-45,33.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,1,1,2,1,1,2,3,,,,,,,,,,,,,,20.0,55.0,61.67,-15,45.08,0,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,
6,10,2,1,3,3,3,3,2,,,,,,,,,,,,,,53.33,95.0,71.67,0,72.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0
9,40,3,3,2,1,0,2,2,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,86.67,41.67,66.67,-10,66.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,0,0,0,2,1,1,1,,,,,,,,,,,,,,0.0,35.0,26.67,-95,19.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,10.0,-165,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,30,0,0,0,0,0,0,1,,,,,,,,,,,,,,0.0,5.0,11.67,-150,5.58,0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
4,40,2,2,0,1,0,0,1,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,66.67,13.33,28.33,-55,37.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,3,3,3,3,3,3,3,,,,,,,,,,,,,,86.67,100.0,78.33,0,87.75,2,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,
6,10,2,3,3,3,3,2,2,,,,,,,,,,,,,,71.67,90.0,80.0,0,80.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0
2,40,2,2,1,2,3,0,1,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,80.0,53.33,66.67,-20,67.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,0,0,3,3,3,3,3,,,,,,,,,,,,,,0.0,100.0,61.67,-70,51.58,0,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,
